Wskaznik;Wojewodztwo;Wojewodztwo_ID;Rok;Wartosc
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2018;14619
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2019;14494
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2020;17309
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2021;18400
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2022;15787
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2023;14384
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2024;14249
Zgony ogółem;ŚWIĘTOKRZYSKIE;052600000000;2025;13863
Zgony ogółem;LUBELSKIE;060600000000;2012;22562
Zgony ogółem;LUBELSKIE;060600000000;2013;22849
Zgony ogółem;LUBELSKIE;060600000000;2014;22107
Zgony ogółem;LUBELSKIE;060600000000;2015;22816
Zgony ogółem;LUBELSKIE;060600000000;2016;22284
Zgony ogółem;LUBELSKIE;060600000000;2017;23427
Zgony ogółem;LUBELSKIE;060600000000;2018;23682
Zgony ogółem;LUBELSKIE;060600000000;2019;23015
Zgony ogółem;LUBELSKIE;060600000000;2020;27244
Zgony ogółem;LUBELSKIE;060600000000;2021;30617
Zgony ogółem;LUBELSKIE;060600000000;2022;24924
Zgony ogółem;LUBELSKIE;060600000000;2023;22910
Zgony ogółem;LUBELSKIE;060600000000;2024;22393
Zgony ogółem;LUBELSKIE;060600000000;2025;22333
Zgony ogółem;PODKARPACKIE;061800000000;2012;18402
Zgony ogółem;PODKARPACKIE;061800000000;2013;18593
Zgony ogółem;PODKARPACKIE;061800000000;2014;18361
Zgony ogółem;PODKARPACKIE;061800000000;2015;19419
Zgony ogółem;PODKARPACKIE;061800000000;2016;19103
Zgony ogółem;PODKARPACKIE;061800000000;2017;19327
Zgony ogółem;PODKARPACKIE;061800000000;2018;19636
Zgony ogółem;PODKARPACKIE;061800000000;2019;20029
Zgony ogółem;PODKARPACKIE;061800000000;2020;24145
Zgony ogółem;PODKARPACKIE;061800000000;2021;26500
Zgony ogółem;PODKARPACKIE;061800000000;2022;21935
Zgony ogółem;PODKARPACKIE;061800000000;2023;19705
Zgony ogółem;PODKARPACKIE;061800000000;2024;20294
Zgony ogółem;PODKARPACKIE;061800000000;2025;19456
Zgony ogółem;PODLASKIE;062000000000;2012;11856
Zgony ogółem;PODLASKIE;062000000000;2013;12152
Zgony ogółem;PODLASKIE;062000000000;2014;11850
Zgony ogółem;PODLASKIE;062000000000;2015;12302
Zgony ogółem;PODLASKIE;062000000000;2016;12271
Zgony ogółem;PODLASKIE;062000000000;2017;12526
Zgony ogółem;PODLASKIE;062000000000;2018;12969
Zgony ogółem;PODLASKIE;062000000000;2019;12501
Zgony ogółem;PODLASKIE;062000000000;2020;14622
Zgony ogółem;PODLASKIE;062000000000;2021;16725
Zgony ogółem;PODLASKIE;062000000000;2022;13464
Zgony ogółem;PODLASKIE;062000000000;2023;12053
Zgony ogółem;PODLASKIE;062000000000;2024;12007
Zgony ogółem;PODLASKIE;062000000000;2025;11893
Zgony ogółem;MAZOWIECKIE;071400000000;2012;54454
Zgony ogółem;MAZOWIECKIE;071400000000;2013;54260
Zgony ogółem;MAZOWIECKIE;071400000000;2014;53494
Zgony ogółem;MAZOWIECKIE;071400000000;2015;55030
Zgony ogółem;MAZOWIECKIE;071400000000;2016;54867
Zgony ogółem;MAZOWIECKIE;071400000000;2017;57237
Zgony ogółem;MAZOWIECKIE;071400000000;2018;58725
Zgony ogółem;MAZOWIECKIE;071400000000;2019;57668
Zgony ogółem;MAZOWIECKIE;071400000000;2020;67514
Zgony ogółem;MAZOWIECKIE;071400000000;2021;73477
Zgony ogółem;MAZOWIECKIE;071400000000;2022;62621
Zgony ogółem;MAZOWIECKIE;071400000000;2023;57859
Zgony ogółem;MAZOWIECKIE;071400000000;2024;57515
Zgony ogółem;MAZOWIECKIE;071400000000;2025;56836
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2012;3354
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2013;3775
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2014;3572
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2015;3770
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2016;3376
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2017;3760
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2018;4842
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2019;5914
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2020;3412
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2021;4112
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2022;3553
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2023;3800
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2024;4043
Migracje wewn. (Saldo);MAŁOPOLSKIE;011200000000;2025;4270
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2012;-3298
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2013;-3880
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2014;-3633
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2015;-3449
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2016;-3428
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2017;-3260
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2018;-4231
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2019;-4275
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2020;-3342
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2021;-3690
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2022;-3592
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2023;-2611
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2024;-2883
Migracje wewn. (Saldo);ŚLĄSKIE;012400000000;2025;-2416
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2012;-441
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2013;-743
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2014;-660
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2015;-893
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2016;-740
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2017;-788
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2018;-971
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2019;-1245
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2020;-842
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2021;-1068
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2022;-861
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2023;-753
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2024;-1034
Migracje wewn. (Saldo);LUBUSKIE;020800000000;2025;-1040
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2012;1361
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2013;1645
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2014;1381
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2015;1207
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2016;983
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2017;1015
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2018;1121
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2019;1203
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2020;1491
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2021;1799
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2022;1271
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2023;1500
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2024;1383
Migracje wewn. (Saldo);WIELKOPOLSKIE;023000000000;2025;1760
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2012;-1039
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2013;-665
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2014;-920
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2015;-732
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2016;-624
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2017;-808
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2018;-943
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2019;-884
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2020;-747
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2021;-946
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2022;-577
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2023;-799
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2024;-596
Migracje wewn. (Saldo);ZACHODNIOPOMORSKIE;023200000000;2025;-726
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2012;1735
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2013;2391
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2014;2426
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2015;2652
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2016;2659
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2017;2595
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2018;3200
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2019;4215
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2020;3295
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2021;3305
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2022;3695
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2023;3617
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2024;3579
Migracje wewn. (Saldo);DOLNOŚLĄSKIE;030200000000;2025;3076
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2012;-437
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2013;-892
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2014;-691
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2015;-810
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2016;-726
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2017;-745
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2018;-691
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2019;-1007
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2020;-747
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2021;-764
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2022;-732
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2023;-954
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2024;-783
Migracje wewn. (Saldo);OPOLSKIE;031600000000;2025;-722
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2012;-1528
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2013;-1619
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2014;-1738
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2015;-1749
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2016;-1719
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2017;-1515
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2018;-2541
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2019;-2921
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2020;-2112
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2021;-2204
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2022;-1746
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2023;-2116
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2024;-1989
Migracje wewn. (Saldo);KUJAWSKO-POMORSKIE;040400000000;2025;-1573
Migracje wewn. (Saldo);POMORSKIE;042200000000;2012;2437
Migracje wewn. (Saldo);POMORSKIE;042200000000;2013;3240
Migracje wewn. (Saldo);POMORSKIE;042200000000;2014;3059
Migracje wewn. (Saldo);POMORSKIE;042200000000;2015;3344
Migracje wewn. (Saldo);POMORSKIE;042200000000;2016;3485
Migracje wewn. (Saldo);POMORSKIE;042200000000;2017;3625
Migracje wewn. (Saldo);POMORSKIE;042200000000;2018;4920
Migracje wewn. (Saldo);POMORSKIE;042200000000;2019;5953
Migracje wewn. (Saldo);POMORSKIE;042200000000;2020;3825
Migracje wewn. (Saldo);POMORSKIE;042200000000;2021;4591
Migracje wewn. (Saldo);POMORSKIE;042200000000;2022;4047
Migracje wewn. (Saldo);POMORSKIE;042200000000;2023;4382
Migracje wewn. (Saldo);POMORSKIE;042200000000;2024;4869
Migracje wewn. (Saldo);POMORSKIE;042200000000;2025;4764
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2012;-2413
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2013;-2707
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2014;-2794
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2015;-2609
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2016;-2703
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2017;-2443
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2018;-3397
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2019;-3771
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2020;-2113
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2021;-2391
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2022;-2067
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2023;-2203
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2024;-2433
Migracje wewn. (Saldo);WARMIŃSKO-MAZURSKIE;042800000000;2025;-2456
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2012;-1643
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2013;-2104
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2014;-1701
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2015;-1727
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2016;-1695
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2017;-1961
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2018;-2163
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2019;-2824
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2020;-1812
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2021;-2282
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2022;-1649
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2023;-2099
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2024;-1809
Migracje wewn. (Saldo);ŁÓDZKIE;051000000000;2025;-1787
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2012;-2180
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2013;-2618
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2014;-2464
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2015;-2268
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2016;-1971
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2017;-2426
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2018;-2628
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2019;-3719
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2020;-2143
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2021;-2421
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2022;-2270
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2023;-2766
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2024;-2755
Migracje wewn. (Saldo);ŚWIĘTOKRZYSKIE;052600000000;2025;-2691
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2012;-5018
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2013;-4954
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2014;-5125
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2015;-4814
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2016;-4452
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2017;-5072
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2018;-5804
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2019;-6495
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2020;-4685
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2021;-5021
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2022;-4686
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2023;-4707
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2024;-5194
Migracje wewn. (Saldo);LUBELSKIE;060600000000;2025;-5047
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2012;-1947
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2013;-2273
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2014;-1941
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2015;-2400
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2016;-2047
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2017;-2140
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2018;-3119
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2019;-3462
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2020;-2226
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2021;-2197
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2022;-2228
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2023;-2664
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2024;-2829
Migracje wewn. (Saldo);PODKARPACKIE;061800000000;2025;-2889
Migracje wewn. (Saldo);PODLASKIE;062000000000;2012;-1745
Migracje wewn. (Saldo);PODLASKIE;062000000000;2013;-2053
Migracje wewn. (Saldo);PODLASKIE;062000000000;2014;-1912
Migracje wewn. (Saldo);PODLASKIE;062000000000;2015;-1907
Migracje wewn. (Saldo);PODLASKIE;062000000000;2016;-1565
Migracje wewn. (Saldo);PODLASKIE;062000000000;2017;-1866
Migracje wewn. (Saldo);PODLASKIE;062000000000;2018;-2281
Migracje wewn. (Saldo);PODLASKIE;062000000000;2019;-2459
Migracje wewn. (Saldo);PODLASKIE;062000000000;2020;-1702
Migracje wewn. (Saldo);PODLASKIE;062000000000;2021;-1657
Migracje wewn. (Saldo);PODLASKIE;062000000000;2022;-1526
Migracje wewn. (Saldo);PODLASKIE;062000000000;2023;-1844
Migracje wewn. (Saldo);PODLASKIE;062000000000;2024;-1858
Migracje wewn. (Saldo);PODLASKIE;062000000000;2025;-1937
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2012;12802
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2013;13457
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2014;13141
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2015;12385
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2016;11167
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2017;12029
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2018;14686
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2019;15777
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2020;10448
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2021;10834
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2022;9368
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2023;10217
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2024;10289
Migracje wewn. (Saldo);MAZOWIECKIE;071400000000;2025;9414
